"Match_ID","Match_Date","Match_Type","CSHC_Team_ID","Opposition_Team_ID","Match_Time","Venue_ID","Home_Away","CSHC_Score","Opposition_Score","CSHC_Score_Half","Opposition_Score_Half","Walkover","Ignore_For_Southerners","Ignore_For_Goal_Kings","Match_Report","Short_Comment","Include_Even_If_Off","Exclude_From_Roster","Fee_Adjust","GPG_Pro_Rata_Value","IncludeForFantasy","Override_Kit_Clash","Own_Goals_For"
223,"08/11/2003","League",1,115,"TBC",0,"Home","3","0","1","0","False","False","False","crucial top-of-the-table clash at the Perse School saw South take all three points against a Spalding side which had boasted a 100% record from its first six games. Both teams struggled to create any clear advantages in the opening exchanges, though Steve Parker was quickly into the action with a left-footed clearance from a dangerous Spalding though ball. At the other end, John Taylor forced his way into the D after a telling thrust up the right from Jonny Tostevin and Chris Graveling fed Rob Barton for a trademark reverse shot, which was well blocked.
By the fifteen minute mark, South had gradually begun to create more room for themselves with some incisive passing hockey and, after a fine clearance from the immaculate Jim Thorpe at sweeper, concerted pressure in the Spalding D resulted in Barton pouncing on a rebound to make it 1-0 after twenty-two minutes.
South's first short minutes later nearly doubled the lead as Graveling tipped the ball just past the post from a thunderous Rob Sprawson strike. Sanjay Agarwala, who tormented the Spalding defence throughout, then blasted spectacularly over the bar on the right and Barton, with (almost) balletic grace, sent an equally powerful backhander wide on the left. Surviving a short that was drilled past the post, South ended the half clearly on top thanks to their increasing domination of the midfield.
The pattern continued after the interval and it was no surprise when Barton, well positioned as ever, was on the spot to snap in the second after forty-two minutes following Sprawson's determined surge into the Spalding circle. The visitors came back strongly at this point, however, winning a penalty corner which was struck wide and then forcing Parker to save well and tidy up after a burst down the right which saw them clear in the D. After a home short from Sprawson was kicked out, South endured a hectic five minutes following a defensive rearrangement and Parker made a crucial stick save diving to his right when Spalding appeared to be through.
Chris Graveling's reappearance at sweeper steadied the ship and play immediately switched to the other end, where a speculative long hit seemed to strike the post, leading to a short but fruitless bout of hacking and chopping round the besieged Spalding goalie. A flowing move stemming from Rick Erlebach and Matt Readman, who repeatedly impressed with his sang-froid when finessing the ball out of defence, exerted further pressure up front, subsequently augmented by a good diagonal run from Rob Hay and another sparkling surge from the tireless Readman.
A third short for Spalding on sixty-two minutes was confidently blocked and cleared by Parker and, moments later, Spalding's hopes of a comeback were finally extinguished when Barton was brought down in the D and Graveling expertly converted the flick as the goalie went the wrong way.
The final five minutes belonged almost exclusively to South as Barton forced the goalie into a double pad save and Taylor wrong-footed everyone by preceding a booming drive with a graceful, though possibly unintentional, air shot.
The most impressive feature of the game, which saw South playing their best hockey for some considerable time, was the collective vision and distributing ability of the midfield, spearheaded by Graveling, Tostevin, Readman, the unshowily reliable Keith Simpson and an increasingly authoritative Chris Massey, who put in a near-faultless performance; special mention should be made, too, of Jim Thorpe's laser-like pass upfield to Erlebach, which, by his own account, was a thing of beauty. South's flowing, often one-time moves denied their opponents any worthwhile possession for long periods, engendering confidence within the side and creating a momentum which everyone hopes can be sustained over the coming weeks.
Skipper Steve Parker, reflecting on an excellent team performance to which everyone contributed, stressed that the side had set high standards which would need to be maintained, not least in the upcoming fixture against a parsimonious Long Sutton.","Men's 1sts beat Spalding 2","False","False",0,1,"True","False",0
224,"08/11/2003","League",2,47,"TBC",0,"Away","2","3","0","2","False","False","False","game of four quarters...
First - CSHC playing well, with promising attacks, and a number of chances made particularly from Matt Murray, and from a sound short corner routine, but sadly not converted.
Second - CSHC getting sloppy, and letting in two soft goals through failing to mark all attackers and then not stopping a cross before it was deflected over the line. At this stage the away team almost came back into the game as an Andy Lewis shot was blocked by a defensive foot, only for the well taken Korstanje penalty flick to be saved.
Third - CSHC failing to string moves together through poor passing and not moving well off the ball. Ely attacks were snuffed out by the solid defensive combination of McIlwaine/Sutcliffe/Clark/Brynjolffssen.
Fourth - CSHC throwing caution to the wind, particularly after Ely scored a breakaway third goal in spite of Mark Jackson's heroic attempt to run back to thwart the attacker. There followed CSHC's best period, rewarded by numerous short corners and a first goal for the club for Jan Brynjolffssen, pouncing on a loose ball at close range after one such corner. Dan Adlington, menacing throughout, got a second as the ball came to him during yet another post-short corner scramble near the top of the D. Unfortunately time ran out before CSHC were able to get the equaliser, although it looked more than likely in the closing stages.
Cambridge South 2nds can take heart that they never gave up, but eventually a three (all silly) goal deficit was too much.
","Men's 2nds lose to Ely City 2","False","False",0,1,"True","False",0
225,"08/11/2003","League",3,71,"TBC",0,"Home","2","3","1","1","False","False","False","Cambridge South's poor home form continued as they slipped to their second home defeat of the season against a team that they were more than capable of beating, leaving them with just four points from four home games.
The game started badly for South with a goal being conceded in the first five minutes. An uncoordinated starting pass was seized on by March who eventually forced South into conceding a penalty corner. The well-rehearsed manoeuvre resulted in a shot being slotted under on-rushing keeper Will Benedikz into the centre of the goal for the worst possible start.
After this initial set back South became much more solid at the back as people adjusted to their positions. The backline of Chris Clegg, Ky Ho and Andrew Pounce, covered by John Benedikz at sweeper, stood firm for the rest of the half and also had Will Benedikz to thank for several important saves.
Whilst the team was under siege for most of the half, the few counterattacks made by the South midfield were always dangerous. They swept forward strongly and forced several short corners. Finally Cambridge's opening goal came with about five minutes of the half left. A Nick Wong led counterattack moved swiftly down the right wing before cutting in and taking a shot on goal. The original shot was saved but the keeper was last to react and Rory Johnson poked the ball over the goal line.
The half finished with a little additional drama; having received a green card from the semi-over-zealous March umpire Nick Wong was extremely unfortunate to be yellow carded for over appealling, the decision coming as something of a shock to the South team.
South started the second half in the same way as they had begun the first. They suffered a lack of direction and ingenuity, which allowed March to establish constant pressure and ultimately led to their second goal from a short corner part way through the half. The visitors scored a third later courtesy of a poor goalkeeping judgement that prevented the sweeper clearing and allowed a simple tap in for March.
After the hour mark it was all change for South. March Town showed why they were so low in the league as South woke up and played some very positive attacking hockey. Flowing moves down the right involving James Bridge, Will Marston and the returning Nick Wong, created several openings. Not to be outshone on the left flank David Bridge and Finn Johnson combined effectively to further the pressure on the March defence. The pressure began to tell as the visitors defended desperately and gave away a string of free hits on the edge of their circle. The first of these went narrowly wide of a post as the ever-present Wilco Dijkstra could not quite reach to tip it in. The second caught March napping as they backed off leaving James Bridge, unmarked on top of their D, to receive a simple pass and strike it into the bottom corner.
The second goal really lifted South and they threatened to force an equaliser as March wilted. Unfortunately time was against them and the final whistle went. Although South could justifiably feel harshly dealt with over a number of incidents the next step in building the team is to rally round each other in such circumstances, rise above the frustrations and run the game with a demonstration of the kind of quality hockey we are more than capable of playing.
South have four more games until Christmas against teams that they can, should and must beat, if attaining a top top finish is to remain a believable goal. Both St Neots 5ths and St Ives 5ths looked vulnerable as South beat them in the first round of games. Peterborough Town 5ths are unpredictable but generally weak and must be beaten. The most important game is the visit of Spalding 3rds who should not be fooled into relishing the trip south.
","Men's 3rds lose to March Town 4","False","False",0,1,"True","False",0
226,"15/11/2003","League",1,66,"TBC",36,"Away","0","2","0","1","False","False","False","A below-strength Cambridge South finally gave up their seven game unbeaten record with a ragged performance under the floodlights at Long Sutton.
Missing the influential Matt Readman, Chris Massey and Peter Carey as well as Andy Rose and John Taylor (the latter banished to Siberia after failing to score last week), South conceded an early lead when the defence was wrong-footed by a deflection from a home long corner.
Despite two short corner opportunities and creative runs from Jonny Tostevin and Sanjay Agarwala on the wings, South failed to tax the Long Sutton defence sufficiently over the first quarter, and both Chris Graveling and Jim Thorpe had to bring off inch-perfect tackles to prevent the home team making further inroads. Long Sutton's slick short routine was twice bravely thwarted by Keith Simpson and South escaped further punishment when Rick Erlebach's last-gasp intervention forced a home attacker to slice just wide after running unchallenged from halfway.
The pendulum swung slightly in the final ten minutes of the half as Tostevin drew two good saves from the keeper and Erlebach and Rob Barton at last found some room for manoeuvre. Hopes of a second-period comeback were quickly dashed, however, when, from a thirty-eighth minute short corner, Long Sutton went two ahead with a well-placed drag flick of a pace and weight rarely seen at this level.
South swiftly countered with three shorts of their own but, despite gaining a rebound and laying on a deft switch, stopper Graveling saw his efforts go unrewarded. Long Sutton then gradually forced the South defence deeper by playing a man high and the action soon reverted to the visitors' D, with Steve Parker first blocking a player coming in from wide and then making a sliding tackle at the edge of the circle to break up another threatening move.
Frustration began to set in at this point and South's hitting from defence became less assured as they struggled to find consistency. There was little of the midfield cohesion that was so much of a hallmark of the Spalding game and South largely had to rely for their chances on the strong and inventive running of Agarwala, who evaded a tenacious marker to sprint round the back of the defence and go clear in the D, only to be foiled by a good save.
South pressed forward with increasing urgency, Barton giving his all in a clash of titans with the keeper, but Long Sutton, who were unafraid to bang the ball down the wings, repelled further danger despite Agarwala again going close on the far post in the final minutes. The key strengths of South's game in previous weeks - decisive clearances, coherent support play through the middle and control in the opposition 25 - were not so evident against the determined and well-disciplined Lincolnshire side and, though luck in the D notably deserted them, South could have no complaints about the final result.","Men's 1sts lose to Long Sutton 3","False","False",0,1,"True","False",0
227,"15/11/2003","League",2,69,"TBC",0,"Home","5","1","2","1","False","False","False","South started slowly, seemingly in awe of March's quick passing game. A well-taken goal by March after four minutes shook the home team from its slumber.
Jim Lockhart ignited South's play with a coolly taken goal; netting after his first shot was parried back to him.
South soon gained control over the game with Dan Adlington's mopped up effort after twenty minutes. With no sign of our two errant subs, the home team started to gel as an eleven after the early disarray.
March always threatened but were consistently disheartened by some fabulous goalkeeping by the Welsh wizard, Tim Poole. Making some outrageously fine saves, Tim's brilliance provided a source of frustration with pivotal interceptions throughout the game.
The other inspirational figure was Matt Readman spoiling attacks and instigating South's best play.
After a Beasley team talk at the break, alerting various possible dangers, South instantly added to their score, forcing a short corner and converting a neat Korstanje lay off to skipper Creed who gathered and shot deftly.
March were now being played out of the game. ""Sleepy-head"" Adlington dispatched his second deliciously, after excellent supporting work from Readman and Wong. The latter chased a lost ball for a cut back past a dejected left back.
The final strike on sixty-nine minutes was pure class: Lewis slipped the ball to Adlington on the edge of the D who then blasted a cracking right wing cross for Wong to finish confidently as he ghosted in to the centre of the D.
Matt Murray had an excellent game as emergency sweeper in light of our limited options brought about by being two subs light. In the end it mattered not.
During the post-match beer and nosh, poorly attended by the home team (…shocking!!) the opposition were full of praise for our man of the match Tim Poole.
","Men's 2nds beat March Town 2","False","False",0,1,"True","False",0
228,"15/11/2003","League",3,94,"TBC",0,"Away","1","1","0","0","False","False","False","Cambridge South 3rds' period of unimpressive results continued with a generally lacklustre performance against Peterborough Town 5ths resulting in a 1-1 draw. To be fair, Peterborough, the division's bottom side, played to a level that belied their league position.
The tone for the match was set early on when a normally harmless through ball was ignored completely by South and nearly resulted in a Peterborough forward being clean through on goal. Only a timely intervention by the keeper prevented the worst possible start to the game.
After this initial distraction however South dominated possession for the remainder of the half, without really taking controlling the game as expected. Even without dominating the game the defence of Daniel Raffle, John Benedikz and Andrew Pounce, supported by defensive links Ali Blake and David Bridge, never really looked troubled and certainly didn't look as if they would concede a goal. At the other end of the pitch the forward line of Finn Johnson, new recruit Andy Kennedy and Wilco Dijkstra, with midfield attacks from James Bridge and Rory Johnson won a series of short corners, which though well struck by Messrs Bridge and Dijkstra failed to find the final touch into the net.
During one of South's sustained periods of attack Rory Johnson was caught across the knee which gave rise to injury worries and held up the game. Despite having to leave the field for a short while Rory made a good return to play.
South's frustrations were summed up when an attack down the right was squared perfectly across the front of the goal past Peterborough's keeper, only for South's frontline to slice the ball wide of an open goal. The half-time whistle provided a perfect opportunity for South to re-group and revise their strategy.
The second half opened with Peterborough playing more aggressively. They pushed forward much more and made use of substitutes by replaced their young forward line with a pair of very competent adults. Ironically this aggressive stance gave South the advantage as it was from the breakdown of one of the Peterborough attacks that South finally managed to score from one of the best counterattacks of the season. Making use of the pace down the right side of the pitch South entered the circle and Rory Johnson was able to smash home a powerful shot.
With their noses in front South looked a more settled but Peterborough were far from beaten. South attacked well down both wings but Peterborough were using experienced players across the defence and forward line whilst making little use of their midfield. Each time a South movement broke down Peterborough took a quick ball and were on the offensive immediately. The South defence stood firm and were well supported from midfield although it was obvious that the lack of substitutes meant fatigue had set in early.
With under ten minutes to play, South finally broke. Peterborough, sensing they were far from being pushed over, increased the intensity of their attacks and scrambled an equaliser. Their centre forward shook off several tackles and shot, however a poor clearance by keeper Will Benedikz went out to another attacker. The second shot was also saved. However the Peterborough forward collected the ball and forced the ball over the line. This was achieved despite the best efforts of Daniel Raffle on the goal line who stopped the ball crossing the line twice before being beaten.
On the final whistle the draw felt like a defeat.","Men's 3rds drew with Peterborough Town 5","False","False",0,1,"True","False",0
229,"22/11/2003","League",1,69,"TBC",0,"Home","5","1","1","0","False","False","False","After the previous week's upset at Long Sutton, South returned to winning ways at the Perse with a well-crafted 5-1 victory over a March side who defended solidly in the first half but were slowly and surely overwhelmed in the second.
Had the match started at the appointed time, the lone March representative might have had a difficult time keeping a punctual South at bay but clemency on the part of the officials allowed for a fifteen minute delay while the visitors managed to gather an impressive starting eight. The slick attacking moves that South had been assiduously practising for half an hour beforehand were based on facing a full complement, so it was no surprise that, despite Keith Simpson's rapid distribution and Andy Rose's exploitation of an agoraphobia-inducing space on the left, the home side were unable to unleash a meaningful attack until the remaining three March miscreants had sheepishly slunk on. By this point, though, Sanjay Agarwala had already engaged top gear and was unlucky not to score after taking an incisive through pass from a keen-jawed Matt Readman. Readman and Rose then combined prettily up the left before Chris Massey's visionary pass just outpaced the onrushing Agarwala.
There was a short period where March started to marshal their defence effectively and put South under some pressure but Jim Thorpe, tackling and reverse-stopping with his customary nonchalance, and the rest of the defence held firm even when March finally penetrated the home D. South then took charge and, ignoring an unpenalised blatant foot offence by a March defender, drove forward with a classy interchange between Rick Erlebach and Peter Carey which resulted in a clear chance for Massey. Massey's shot was well saved by the keeper but Steve Fleck, a welcome returnee after flirting with the Seniors' Tour, was on hand to apply a clinical finish. Carey then nearly added a second with a touch of Irish by racing in behind the keeper, who seemed to misread Massey's well-disguised cross from the right, and Massey himself – deputising up front for the injured Rob Barton – was also close to scoring when he drilled the ball low to the goalie's left but saw it just skim past the post.
Fleck again pleased the eye with a mazy crossfield run towards the end of the half and, although March briefly looked dangerous, hitting a tricky through ball which Steve Parker confidently despatched to the wing (along with Erlebach and a March attacker), South reached the thirty-five minute mark well in the ascendancy.
The second stanza began with some excellent three-man passing moves, with Fleck hitting through Chris Graveling to Erlebach, who had his shot blocked, and also feeding Jonny Tostevin and Carey for another diagonal burst. Then Readman added a piledriver of his own and the momentum was now all with South, especially when Simpson crashed upfield like a one-man rolling maul. After forty-seven minutes, Fleck, on an assist from Massey, found Agarwala unmarked on the edge of the D and the latter fired home jubilantly to make it 2-0.
Responding with more than a hint of the agricultural, March then gave away a string of short corners, first tripping Simpson up on a surge and then halting a belligerent Carey drive with a very guilty foot. Stopper Chris Graveling shot well and switched neatly, both to no avail, but after fifty-one minutes, Rob Sprawson – who had earlier replaced ankle injury victim Rose (thereafter a wet but philosophical spectator) – chose his spot and put the ball out of the goalie's reach into the bottom corner. A further effort when Carey netted a rebound after Erlebach's shot had hit a post was ruled out but South kept their foot on the gas as Readman bossed the midfield, neatly sidestepping a variety of interesting tackles.
March finally incurred the umpires' wrath when one of their number was yellowed after crudely horizontalising the nippy Erlebach and South made them pay with two further strikes, one from Graveling – unmarked near the top of the circle – and the other from a determined Agarwala, fed by Spraw­son. After sixty-five minutes, March won their first short corner, shooting wide, but then scored despite Steve Parker's excellent first save.
The remaining minutes of the game disappeared in a rain-soaked blur as your correspondent's notebook finally dissolved into a handful of papier mâché, but of a convincing home win there could be no doubt. Skipper Steve Parker praised the team for an intense and committed performance that ground the opposition down as surely as the England pack did their Australian counterparts.","Men's 1sts beat March Town 2","False","False",0,1,"True","False",0
230,"22/11/2003","League",2,20,"TBC",0,"Away","1","4","0","3","False","False","False","CSHC 2nds, with a makeshift team against second in the league Boston, battled manfully to hold the home side to a creditable draw.
Sadly that was only the second half.
In the first half Boston scored three without reply, all from their star centre forward, who managed to get away from the markers and get to the ball more quickly than those around him on all three occasions. CSHC were under pressure throughout the half, and it was only the masterful Poole diving repeatedly to thwart shots, who kept the score down. The defence stuck to the task resolutely, and there were a few breakaway attacks, but the final ball eluded the away side.
After half time, CSHC got into the game and had several good attacks with numerous crosses from the lively Lewis and Greaves sadly not converted. Boston got their fourth against the run of play, and the consolation goal came from a move through the centre by Jackson and Waller, who grew in confidence during the game to make an effective midfield combination. The ball came to the lurking Greaves close to the penalty spot, who pounced on it and pushed it past the diving keeper.
Tim Poole was man of the match for his heroic goalkeeping in the face of the Lincolnshire hordes.","Men's 2nds lose to Boston 2","False","False",0,1,"True","False",0
231,"22/11/2003","League",3,116,"TBC",0,"Home","0","2","0","2","False","False","False","Cambridge South slipped to defeat against the league leaders Spalding, having put up a brave performance. South who have performed below standard in recent weeks raised their game several notches and, aided by the return of several key players, proceeded to put up a good display.
South started the match with several attacks pushing Spalding onto the back foot. One attack down the right flank was finished off by a magnificent James Pope strike, which took a small deflection off the on-rushing keeper to land millimetres over the bar.
After five minutes Spalding arranged themselves and looked much more solid at the back, allowing them to push up the field. Spalding pushed South onto the defensive and the back line of Ky Ho, John Benedikz and Rod Richardson, ably supported by Tom Harrison and Andy Kennedy in the defensive link roles, were all required to stay alert to keep the visitors at bay. From one attack Spalding won a short corner. However, their eventual shot was stopped on the line. Unfortunately for South it was a foot and not stick which stopped the ball and a penalty flick was awarded. The resulting flick was crucially saved by keeper Will Benedikz keeper; his third save in four flicks this season.
Spalding finally made the break through after fifteen minutes when a ball went loose along the back line and was lifted over the keeper from a very acute angle into the net. With the score at one-nil a pattern of attack and counter attack developed from which a number of short corners were awarded for both teams. Whilst South failed to make the most of theirs Spalding used theirs to good effect. Their third short corner being cleanly struck into the bottom right of the goal.
The second half was a real credit to the third team's ability to play for one another as a team. They defended from the front with the Bridge brothers, James and David, shadowing players back whilst the defensive links and back line closely marked players running through. On South's sixteen yard hits the Spalding ring was broken up allowing the ball to get to the wingers Ali Blake and Wilco Dijkstra. These two, plus James Pope and Finn Johnson, were then able to launch some effective counter attacks at the opposition defence. Conversely when Spalding were trying to clear their lines South players were always making life difficult by tackling and blocking passes.
In the end the second half reached a stalemate with neither side having many chances on goal.
Cambridge South put up a spirited performance against a team that, last season, were two divisions above them and ultimately were unlucky not to take a point from the game. Spalding failed to live up to this season's fearsome reputation and South made them look fallible. Certainly had South played against any lesser team goals and points would have been forthcoming. The side should take heart from this performance. They can really believe that by playing with this degree of level-headedness, commitment and determination there will be many more wins than losses this season.
Special thanks to Rob Barton for umpiring us in such atrocious weather conditions.","Men's 3rds lose to Spalding 3","False","False",0,1,"True","False",0
232,"29/11/2003","League",1,36,"TBC",0,"Away","4","1","2","0","False","False","False","South kept up the pressure on Division 4NW leaders Peterborough Athletic by recording a relatively comfortable victory over a Nomads side who never quite gave in.
South made the running right from the start, with livewire Sanjay Agarwala seeing plenty of action on the left wing and Peter Carey in a roving defensive-cum-attacking vein prominent just about everywhere. Agarwala and the equally ubiquitous Chris Massey both had shots well saved and short corner attempts from Rob Sprawson and switch-man Steve Fleck were also on target. The occasional Nomadic foray was firmly repelled by an uncompromising Jim Thorpe as South patiently built up their game, exploring both wings and playing the triangles nicely.
Matt Readman, calmness personified as ever, spread the ball round well and, on twenty-five minutes, took the opportunity to move upfield and slot home crisply through traffic from the top of the D to make it 1-0. Further good work from Massey, ball apparently welded to his stick, and the persevering Jonny Tostevin on the right increased the pressure and, after Readman and Matt Murray had engaged in a neat one-two, a fractal run by Fleck put Murray clear on the spot and the good doctor finished the move with clinical precision to double the lead after thirty-one minutes. Nomads threatened briefly when a skimmer was deflected just wide but a half-time advantage of 2-0 was no more than South deserved.
Rob Barton, returning from injury and with a goal already under his belt from earlier in the day, quickly made his presence felt with a cunning reverse pass after a South short and master and commander Chris Graveling was on hand to unleash a cannon into the bottom left-hand corner and put clear water between the sides. A superb multi-directional move stemming from a big Thorpe clearance and involving Barton, Agarwala and Sprawson deserved better than a turnover and a Nomads break but Thorpe was reassuringly in position to defuse the threat.
Despite a good debut from Mark Jackson on the left and persistent attacking intent, South hit a slightly rocky patch hereabouts and, after fifty-one minutes, a nasty hole opened up in the D, leaving a Nomads forward to roof a first-timer home from five yards. A further home goal at this point might have jangled the nerves but keeper Steve Parker first blocked a sharp hit from an unmarked Nomads attacker and then clawed down a flick from the same player to spare South's blushes.
With moral fibre stiffened by Thorpe's schoolmasterly promptings - a pained ""This is shocking!"" perhaps the most effective - South swiftly regained control and Murray nearly got through on a sliderule feed from Carey, while Graveling and Sprawson played havoc with the Nomads defence, the former bouncing a flick off the goalie's chest and the latter reversing a subtle pass to Murray. The pressure finally told and, from a sixty-sixth minute short, Fleck found space to make it 4-1 with a wily raised deflection from Sprawson's well-angled drive - a textbook goal which left both defenders and keeper powerless.
Skipper Steve Parker, after delivering an impassioned pre-match speech, was satisfied with the victory whilst expressing some concern with the team's occasionally shaky second half showing. He added that he was looking for a commanding performance in the final league game before the Christmas break.
","Men's 1sts beat Cambridge Nomads 3","False","False",0,1,"True","False",0
233,"29/11/2003","League",2,134,"TBC",0,"Home","1","3","0","1","False","False","False","A skilful Wisbech side dominated the game from the start and the home defence was regularly called upon. They were up to the task, especially the disciplined and effective Andy Bleach and the assertive Matt Bailey. Unfortunately on the occasion that an attacker was left unmarked, he snuck in to grab the opening Wisbech goal.
CSHC were then able to get more into the game and force some short corners which were sadly not converted. Most of the home attacks came from opportunist moves by the lively Lewis, who was a constant threat. The ball arrived in the Wisbech D enough times, but the final strike eluded the CSHC forwards.
The second and third Wisbech goals came shortly after half time, one from a speculative cross which found its way into the goal without anyone touching it, the other from that unmarked forward once again. As often happens, South then became more purposeful and the final quarter was their best period, including a deserved goal for Adlington after a quickly taken Creed free hit.
Umpire Pride got himself more involved in the game than expected by a deft header, which unfortunately failed to find a CSHC stick, but made a nice noise.
","Men's 2nds lose to Wisbech Town 3","False","False",0,1,"True","False",0
234,"29/11/2003","League",3,123,"",,"Away","2","7","","","False","False","False","","","False","False",,1,"True","False",
235,"06/12/2003","League",1,133,"TBC",0,"Home","3","0","2","0","False","False","False","In their final league game before Christmas, South demonstrated their strength in depth by beating Wisbech Town 2nds with a side that showed five changes from the previous week. Notable absentees included Messrs. Carey (fatherhood), Massey, Tostevin, Rose and Thorpe - the latter apparently away on a business trip rather than curry-tasting in preparation for the forthcoming social - and this forced a major defensive rejig with a back line of Keith Simpson, Rob Hay and John Benedikz partnering Matt Readman at sweeper.
Simpson and Readman were quickly instrumental in dispossessing Wisbech down the right and, thanks to Readman's intricate manoeuvring and drive upfield, South were immediately able to set up camp in the visitors' twenty-five. Excellent ringing of hits out kept the Wisbech defence under constant pressure, allowing Chris Graveling, Steve Fleck and the electric Sanjay Agarwala to give full rein to their skills and it was no surprise when the first goal arrived after eight minutes. Rick Erlebach, returning to the heart of midfield, flat-footed two defenders with a superbly-weighted through ball which Agarwala sprinted on to, forcing the keeper into a rash clearance attempt with his stick. Agarwala then whipped the ball away from him, raced along the goal-line and delivered an inch-perfect feed to the onrushing John Taylor, who used his exceptional reach to beat off the competition and slot home on the reverse side.
A series of South shorts followed, with Rob Sprawson and Graveling drawing saves from the keeper, who made up in bulk for what he lacked in balance. A rare foray by the Wisbech forwards was neatly thwarted by an interception and save from Steve Parker in the home goal before the one-way traffic resumed as Fleck just failed to round the keeper on a three-on-one break which left the defence for dead.
Two further shorts met with an equal lack of success and it looked as though South might only have a single goal to show for their first half efforts when Erlebach, who had just stemmed the tide as Wisbech flooded down the right wing, hokey-cokeyed into the visitors' D and beat three men before teeing it up for Steve Fleck to bulge the net with a clean first-time strike, a move described by unofficial team guru Mick Beasley as ""liquid hockey"".
The second half started in similar vein, with Erlebach ""scoring"" from just outside the D after Agarwala had conjured a centring pass out of nothing, and both Fleck and Graveling having good attempts well blocked. A momentary wobble on the left was rescued by the strong-running Simpson and, when Wisbech finally created enough room to string one or two passes together, Readman and Benedikz cleared their lines in unflustered fashion.
Respite for the visitors was only temporary, though, as Agarwala - who earlier in the game had given a great display of two-way hockey by racing back fifty yards to win the ball in left defence - started a three man move which saw Fleck net his second from a wrong-footing reverse-stick pass by Rob Barton. Wisbech countered with a penalty corner but the D remained inviolate thanks to solid team defence and the Wisbech midfield were gradually strangled again.
Agarwala, Fleck and Barton contrived to win more short corners for South and Sprawson and Taylor completely dominated the right hand side, with the latter's shoot-on-sight policy posing a particular threat to the visitors' goal. But despite two further shorts in the last five minutes, the home side could not add to their tally and, though the Wisbech goalie recovered well from an awkward start to keep the score within respect­able bounds, it was slightly disappointing that none of the nine penalty corners South won was converted.
Nevertheless, the overall team performance was confident and committed and 100% effort and discipline was maintained for at least 65 minutes. The ""new-look"" defence gave nothing away - with Hay in particular playing a superb positional game - and everyone contributed to creating a steady supply of chances, thus showing the side can play both solid and liquid hockey!
South have reached the halfway point in the season in positive form, with a wide range of scorers, a solid defensive core, good reserve strength and, importantly, momentum and self-belief. Skipper Steve Parker, taking time out from intense negotiations for a six-figure nude calendar deal for the team, stressed that, in the words of a slightly more famous leader, ""This was not the beginning of the end, but more probably the end of the beginning"". On a more serious note, he praised the 1st team squad for the considerable strides made in the first half of the season while emphasising the need to maintain the impetus built up so far. He also pointed out that, with key members of the squad unavailable for much of the second half, there was absolutely no room for complacency.","Men's 1sts beat Wisbech Town 2","False","False",0,1,"True","False",0
236,"06/12/2003","League",2,125,"TBC",0,"Home","0","1","0","1","False","False","False","The first twenty minutes of a scrappy game were dominated by the away team, who had nearly all the possession, numerous opportunities to score, particularly through the old firm of Barton and Lewis, but were unable to find the back of the net.
Then St Neots scored after a goalmouth scramble following one of their rare short corners and it was all downhill from then on.
Although Cambridge South continued to have enough of the ball and were able to get into dangerous areas, they gave the ball away far too often to an increasingly confident home side who played well as a team. St Neots managed to control the game through the simple expedient of retaining the ball, and passing it to their own teammates, particularly getting the ball to their best player on a regular basis.
Man of the match Matt Bailey was the pick of a solid South defence, aided by the versatile Stuart Creed playing out of his normal position at right back. Jim Sutcliffe managed one calm goal line clearance as if he practiced them daily.
Some basic hockey guidelines (dont give the ball away, look up first, don't dribble into trouble, be available to pass to) will need to be regained and added to the underlying strengths (tackling, never giving up, commitment to attack, crossing, and general skill level), to get out of the three game losing streak, which leaves the CSHC 2nds in mid-table.","Men's 2nds lose to St Neots 3","False","False",0,1,"True","False",0
